"category","pref","year_week","reference_date","current_ma4","baseline_ma4","ratio_heinen","alert_start","ratio_alert","ratio_wow","in_alert_level"
"手足口病","福島県","2026-18","2026-05-03",0.027500000000000004,0.06,0.46,5,0.01,0.5714,FALSE
"新型コロナウイルス","福島県","2026-18","2026-05-03",1.1400000000000001,2.75875,0.41,NA,NA,1,FALSE
"水痘","福島県","2026-18","2026-05-03",0.695,0.3025,2.3,2,0.35,0.6951,FALSE
"流行性耳下腺炎","福島県","2026-18","2026-05-03",0.045000000000000005,0.060833333333333336,0.74,6,0.01,NA,FALSE
"流行性角結膜炎","福島県","2026-18","2026-05-03",0.405,1.4608333333333334,0.28,8,0.05,0.4839,FALSE
"突発性発しん","福島県","2026-18","2026-05-03",0.3125,0.33666666666666667,0.93,NA,NA,1.4375,FALSE
"細菌性髄膜炎","福島県","2026-18","2026-05-03",0,0.011666666666666667,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","秋田県","2026-18","2026-05-03",1.81,1.9908333333333332,0.91,8,0.23,0.9568,FALSE
"RSウイルス","秋田県","2026-18","2026-05-03",0.1725,0.21166666666666667,0.81,NA,NA,1,FALSE
"インフルエンザ","秋田県","2026-18","2026-05-03",1.32,3.445,0.38,30,0.04,0.8571,FALSE
"ヘルパンギーナ","秋田県","2026-18","2026-05-03",0,0.03,0,6,0,NA,FALSE
"マイコプラズマ肺炎","秋田県","2026-18","2026-05-03",0,0.19833333333333333,0,NA,NA,NA,FALSE
"伝染性紅斑","秋田県","2026-18","2026-05-03",0.155,0.16166666666666668,0.96,2,0.08,NA,FALSE
"咽頭結膜熱","秋田県","2026-18","2026-05-03",0.1925,0.24333333333333335,0.79,3,0.06,0.7419,FALSE
"急性出血性結膜炎","秋田県","2026-18","2026-05-03",0.07,0.075,0.93,1,0.07,1,FALSE
"感染性胃腸炎","秋田県","2026-18","2026-05-03",5.3075,2.848333333333333,1.86,20,0.27,0.83,FALSE
"手足口病","秋田県","2026-18","2026-05-03",0.0775,0.06333333333333334,1.22,5,0.02,NA,FALSE
"新型コロナウイルス","秋田県","2026-18","2026-05-03",2.07,4.325,0.48,NA,NA,1.2045,FALSE
"水痘","秋田県","2026-18","2026-05-03",0.48000000000000004,0.18666666666666665,2.57,2,0.24,1,FALSE
"流行性耳下腺炎","秋田県","2026-18","2026-05-03",0.0775,0.0025,31,6,0.01,0.5333,FALSE
"流行性角結膜炎","秋田県","2026-18","2026-05-03",0.25,0.195,1.28,8,0.03,2.0714,FALSE
"突発性発しん","秋田県","2026-18","2026-05-03",0.1925,0.13083333333333333,1.47,NA,NA,NA,FALSE
"細菌性髄膜炎","秋田県","2026-18","2026-05-03",0,0.010833333333333334,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","群馬県","2026-18","2026-05-03",3.5299999999999994,1.925,1.83,8,0.44,1.1979,FALSE
"RSウイルス","群馬県","2026-18","2026-05-03",0.34,0.8150000000000001,0.42,NA,NA,1.4286,FALSE
"インフルエンザ","群馬県","2026-18","2026-05-03",0.6174999999999999,1.96,0.32,30,0.02,0.7105,FALSE
"ヘルパンギーナ","群馬県","2026-18","2026-05-03",0.02,0.10083333333333333,0.2,6,0,0,FALSE
"マイコプラズマ肺炎","群馬県","2026-18","2026-05-03",0.47250000000000003,0.11,4.3,NA,NA,1.697,FALSE
"伝染性紅斑","群馬県","2026-18","2026-05-03",0.04,1.1266666666666667,0.04,2,0.02,0,FALSE
"咽頭結膜熱","群馬県","2026-18","2026-05-03",0.36,0.48,0.75,3,0.12,1.1111,FALSE
"感染性胃腸炎","群馬県","2026-18","2026-05-03",6.24,5.5175,1.13,20,0.31,1.2162,FALSE
"感染性胃腸炎（ロタウイルス）","群馬県","2026-18","2026-05-03",0.0825,0.20333333333333334,0.41,NA,NA,0,FALSE
"手足口病","群馬県","2026-18","2026-05-03",0.03,0.5758333333333333,0.05,5,0.01,1,FALSE
"新型コロナウイルス","群馬県","2026-18","2026-05-03",0.8125000000000001,2.3725,0.34,NA,NA,0.6262,FALSE
"水痘","群馬県","2026-18","2026-05-03",0.5900000000000001,0.19666666666666668,3,2,0.3,0.4545,FALSE
"流行性耳下腺炎","群馬県","2026-18","2026-05-03",0.05,0.09083333333333334,0.55,6,0.01,0.5,FALSE
"流行性角結膜炎","群馬県","2026-18","2026-05-03",0.42500000000000004,0.4716666666666667,0.9,8,0.05,1.6667,FALSE
"突発性発しん","群馬県","2026-18","2026-05-03",0.4,0.3983333333333334,1,NA,NA,1.2222,FALSE
"細菌性髄膜炎","群馬県","2026-18","2026-05-03",0,0.0275,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","茨城県","2026-18","2026-05-03",4.782500000000001,3.6641666666666666,1.31,8,0.6,1.3479,FALSE
"RSウイルス","茨城県","2026-18","2026-05-03",0.275,0.5358333333333334,0.51,NA,NA,1,FALSE
"インフルエンザ","茨城県","2026-18","2026-05-03",0.5575,1.4133333333333333,0.39,30,0.02,0.5581,FALSE
"ヘルパンギーナ","茨城県","2026-18","2026-05-03",0.0325,0.04833333333333333,0.67,6,0.01,0,FALSE
"マイコプラズマ肺炎","茨城県","2026-18","2026-05-03",0.25,0.12083333333333333,2.07,NA,NA,1.3478,FALSE
"伝染性紅斑","茨城県","2026-18","2026-05-03",0.04,0.7066666666666667,0.06,2,0.02,0,FALSE
"咽頭結膜熱","茨城県","2026-18","2026-05-03",0.215,0.3441666666666667,0.62,3,0.07,0.7037,FALSE
"急性出血性結膜炎","茨城県","2026-18","2026-05-03",0,0.015,0,1,0,NA,FALSE
"感染性胃腸炎","茨城県","2026-18","2026-05-03",5.074999999999999,4.785,1.06,20,0.25,1.0577,FALSE
"感染性胃腸炎（ロタウイルス）","茨城県","2026-18","2026-05-03",0.057499999999999996,0.006666666666666667,8.62,NA,NA,NA,FALSE
"手足口病","茨城県","2026-18","2026-05-03",0.052500000000000005,0.12083333333333333,0.43,5,0.01,1.6,FALSE
"新型コロナウイルス","茨城県","2026-18","2026-05-03",0.825,2.7675,0.3,NA,NA,0.9659,FALSE
"水痘","茨城県","2026-18","2026-05-03",0.1825,0.22083333333333333,0.83,2,0.09,0.8148,FALSE
"流行性耳下腺炎","茨城県","2026-18","2026-05-03",0.0325,0.043333333333333335,0.75,6,0.01,0,FALSE
"流行性角結膜炎","茨城県","2026-18","2026-05-03",1.0125,1.8591666666666666,0.54,8,0.13,0.76,FALSE
"無菌性髄膜炎","茨城県","2026-18","2026-05-03",0.0575,0.013333333333333334,4.31,NA,NA,NA,FALSE
"突発性発しん","茨城県","2026-18","2026-05-03",0.29,0.17,1.71,NA,NA,0.75,FALSE
"細菌性髄膜炎","茨城県","2026-18","2026-05-03",0,0.006666666666666667,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","長崎県","2026-18","2026-05-03",4.242500000000001,2.495,1.7,8,0.53,0.8326,FALSE
"RSウイルス","長崎県","2026-18","2026-05-03",1.5325000000000002,1.1141666666666667,1.38,NA,NA,0.9296,FALSE
"インフルエンザ","長崎県","2026-18","2026-05-03",0.53,1.0841666666666667,0.49,30,0.02,0.3902,FALSE
"ヘルパンギーナ","長崎県","2026-18","2026-05-03",0.07250000000000001,0.9233333333333333,0.08,6,0.01,NA,FALSE
"マイコプラズマ肺炎","長崎県","2026-18","2026-05-03",0.0625,0.13083333333333333,0.48,NA,NA,0,FALSE
"伝染性紅斑","長崎県","2026-18","2026-05-03",0.195,0.0975,2,2,0.1,1,FALSE
"咽頭結膜熱","長崎県","2026-18","2026-05-03",0.815,0.5841666666666666,1.4,3,0.27,1.1111,FALSE
"急性出血性結膜炎","長崎県","2026-18","2026-05-03",0.0325,0.11583333333333333,0.28,1,0.03,NA,FALSE
"感染性胃腸炎","長崎県","2026-18","2026-05-03",3.8099999999999996,4.5008333333333335,0.85,20,0.19,1.1196,FALSE
"感染性胃腸炎（ロタウイルス）","長崎県","2026-18","2026-05-03",0.02,0.195,0.1,NA,NA,NA,FALSE
"手足口病","長崎県","2026-18","2026-05-03",0.26249999999999996,0.31166666666666665,0.84,5,0.05,1.3714,FALSE
"新型コロナウイルス","長崎県","2026-18","2026-05-03",0.18,1.8612499999999998,0.1,NA,NA,1.3333,FALSE
"水痘","長崎県","2026-18","2026-05-03",0.4125,0.21166666666666667,1.95,2,0.21,3.1154,FALSE
"流行性耳下腺炎","長崎県","2026-18","2026-05-03",0.0325,0.028333333333333332,1.15,6,0.01,3.3333,FALSE
"流行性角結膜炎","長崎県","2026-18","2026-05-03",1.2225,1.0133333333333334,1.21,8,0.15,0.4565,FALSE
"無菌性髄膜炎","長崎県","2026-18","2026-05-03",0,0.013333333333333334,0,NA,NA,NA,FALSE
"突発性発しん","長崎県","2026-18","2026-05-03",0.3225,0.30916666666666665,1.04,NA,NA,0.6905,FALSE
"細菌性髄膜炎","長崎県","2026-18","2026-05-03",0,0.034166666666666665,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","長野県","2026-18","2026-05-03",3.1950000000000003,1.7833333333333334,1.79,8,0.4,1.6224,FALSE
"RSウイルス","長野県","2026-18","2026-05-03",0.25,0.4825,0.52,NA,NA,0.3889,FALSE
"インフルエンザ","長野県","2026-18","2026-05-03",1.805,2.0633333333333335,0.87,30,0.06,0.803,FALSE
"ヘルパンギーナ","長野県","2026-18","2026-05-03",0.01,0.015,0.67,6,0,NA,FALSE
"マイコプラズマ肺炎","長野県","2026-18","2026-05-03",0.1875,0.105,1.79,NA,NA,2.125,FALSE
"伝染性紅斑","長野県","2026-18","2026-05-03",0.0625,0.6008333333333333,0.1,2,0.03,0.2857,FALSE
"咽頭結膜熱","長野県","2026-18","2026-05-03",0.2325,0.2683333333333333,0.87,3,0.08,1,FALSE
"急性出血性結膜炎","長野県","2026-18","2026-05-03",0,0.016666666666666666,0,1,0,NA,FALSE
"感染性胃腸炎","長野県","2026-18","2026-05-03",6.8575,5.305,1.29,20,0.34,1.2395,FALSE
"感染性胃腸炎（ロタウイルス）","長野県","2026-18","2026-05-03",0.25,0.020833333333333336,12,NA,NA,0.68,FALSE
"手足口病","長野県","2026-18","2026-05-03",0.125,0.03833333333333333,3.26,5,0.03,0,FALSE
"新型コロナウイルス","長野県","2026-18","2026-05-03",1.3050000000000002,3.35,0.39,NA,NA,0.8772,FALSE
"水痘","長野県","2026-18","2026-05-03",0.24999999999999997,0.1175,2.13,2,0.12,0.5814,FALSE
"流行性耳下腺炎","長野県","2026-18","2026-05-03",0.03,0.03166666666666667,0.95,6,0,1,FALSE
"流行性角結膜炎","長野県","2026-18","2026-05-03",0.47500000000000003,1.43,0.33,8,0.06,1.2,FALSE
"無菌性髄膜炎","長野県","2026-18","2026-05-03",0.10250000000000001,0.014166666666666668,7.24,NA,NA,0.32,FALSE
"突発性発しん","長野県","2026-18","2026-05-03",0.25,0.22416666666666668,1.12,NA,NA,1.7143,FALSE
"A群溶血性レンサ球菌咽頭炎","青森県","2026-18","2026-05-03",2.7225,1.2633333333333334,2.16,8,0.34,1.1815,FALSE
"RSウイルス","青森県","2026-18","2026-05-03",0.455,0.4963636363636364,0.92,NA,NA,0.7321,FALSE
"インフルエンザ","青森県","2026-18","2026-05-03",1.3900000000000001,2.736666666666667,0.51,30,0.05,0.6765,FALSE
"ヘルパンギーナ","青森県","2026-18","2026-05-03",0,0.011666666666666667,0,6,0,NA,FALSE
"マイコプラズマ肺炎","青森県","2026-18","2026-05-03",0.5025,0.445,1.13,NA,NA,NA,FALSE
"伝染性紅斑","青森県","2026-18","2026-05-03",0.0075,0.4775,0.02,2,0,NA,FALSE
"咽頭結膜熱","青森県","2026-18","2026-05-03",0.27999999999999997,0.45,0.62,3,0.09,0.7273,FALSE
"感染性胃腸炎","青森県","2026-18","2026-05-03",2.9775,3.2558333333333334,0.91,20,0.15,1.1383,FALSE
"手足口病","青森県","2026-18","2026-05-03",0.06,0.085,0.71,5,0.01,0,FALSE
"新型コロナウイルス","青森県","2026-18","2026-05-03",1.415,4.0225,0.35,NA,NA,0.8393,FALSE
"水痘","青森県","2026-18","2026-05-03",0.1625,0.37833333333333335,0.43,2,0.08,0.4688,FALSE
"流行性耳下腺炎","青森県","2026-18","2026-05-03",0.0225,0.03166666666666666,0.71,6,0,0.5,FALSE
"流行性角結膜炎","青森県","2026-18","2026-05-03",0.125,0.075,1.67,8,0.02,0,FALSE
"無菌性髄膜炎","青森県","2026-18","2026-05-03",0,0.014166666666666668,0,NA,NA,NA,FALSE
"突発性発しん","青森県","2026-18","2026-05-03",0.27749999999999997,0.26,1.07,NA,NA,2.2778,FALSE
"細菌性髄膜炎","青森県","2026-18","2026-05-03",0,0.028333333333333335,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","静岡県","2026-18","2026-05-03",1.98,1.6091666666666666,1.23,8,0.25,0.8807,FALSE
"RSウイルス","静岡県","2026-18","2026-05-03",0.5125,0.845,0.61,NA,NA,0.6531,FALSE
"インフルエンザ","静岡県","2026-18","2026-05-03",0.3075,1.4108333333333334,0.22,30,0.01,0.5217,FALSE
"ヘルパンギーナ","静岡県","2026-18","2026-05-03",0.04,0.029166666666666667,1.37,6,0.01,1.6667,FALSE
"マイコプラズマ肺炎","静岡県","2026-18","2026-05-03",0.075,0.14166666666666666,0.53,NA,NA,NA,FALSE
"伝染性紅斑","静岡県","2026-18","2026-05-03",0.05,0.6283333333333333,0.08,2,0.03,0,FALSE
"咽頭結膜熱","静岡県","2026-18","2026-05-03",0.1825,0.37583333333333335,0.49,3,0.06,1.2632,FALSE
"急性出血性結膜炎","静岡県","2026-18","2026-05-03",0.0125,0.004166666666666667,3,1,0.01,0,FALSE
"感染性胃腸炎","静岡県","2026-18","2026-05-03",3.0525,4.141666666666667,0.74,20,0.15,0.6609,FALSE
"手足口病","静岡県","2026-18","2026-05-03",0.3275,0.0825,3.97,5,0.07,1.5946,FALSE
"新型コロナウイルス","静岡県","2026-18","2026-05-03",0.5449999999999999,2.14125,0.25,NA,NA,0.8056,FALSE
"水痘","静岡県","2026-18","2026-05-03",0.21250000000000002,0.10166666666666667,2.09,2,0.11,0.8571,FALSE
"流行性耳下腺炎","静岡県","2026-18","2026-05-03",0.035,0.045,0.78,6,0.01,0.8333,FALSE
"流行性角結膜炎","静岡県","2026-18","2026-05-03",0.1275,0.235,0.54,8,0.02,3.6,FALSE
"無菌性髄膜炎","静岡県","2026-18","2026-05-03",0.07500000000000001,0.03333333333333333,2.25,NA,NA,0,FALSE
"突発性発しん","静岡県","2026-18","2026-05-03",0.2675,0.2633333333333333,1.02,NA,NA,0.6667,FALSE
"細菌性髄膜炎","静岡県","2026-18","2026-05-03",0.05,0.03333333333333333,1.5,NA,NA,1,FALSE
"A群溶血性レンサ球菌咽頭炎","香川県","2026-18","2026-05-03",0.9625,1.5191666666666668,0.63,8,0.12,0.7634,FALSE
"RSウイルス","香川県","2026-18","2026-05-03",0.4225,0.7333333333333333,0.58,NA,NA,0.6053,FALSE
"インフルエンザ","香川県","2026-18","2026-05-03",0.37249999999999994,1.325,0.28,30,0.01,0.2571,FALSE
"ヘルパンギーナ","香川県","2026-18","2026-05-03",0.38249999999999995,0.2475,1.55,6,0.06,0.4259,FALSE
"マイコプラズマ肺炎","香川県","2026-18","2026-05-03",0.1,0.23333333333333334,0.43,NA,NA,0,FALSE
"伝染性紅斑","香川県","2026-18","2026-05-03",0.1525,0.06416666666666666,2.38,2,0.08,NA,FALSE
"咽頭結膜熱","香川県","2026-18","2026-05-03",0.1725,0.25166666666666665,0.69,3,0.06,0,FALSE
"感染性胃腸炎","香川県","2026-18","2026-05-03",5.56,7.6691666666666665,0.72,20,0.28,1,FALSE
"感染性胃腸炎（ロタウイルス）","香川県","2026-18","2026-05-03",0.1,0.2,0.5,NA,NA,NA,FALSE
"手足口病","香川県","2026-18","2026-05-03",0.1725,0.15083333333333335,1.14,5,0.03,0.5333,FALSE
"新型コロナウイルス","香川県","2026-18","2026-05-03",0.33749999999999997,1.79125,0.19,NA,NA,2.1818,FALSE
"水痘","香川県","2026-18","2026-05-03",0.075,0.10833333333333334,0.69,2,0.04,NA,FALSE
"流行性耳下腺炎","香川県","2026-18","2026-05-03",0.02,0.04583333333333334,0.44,6,0,0,FALSE
"流行性角結膜炎","香川県","2026-18","2026-05-03",0.25,0.13333333333333333,1.88,8,0.03,0,FALSE
"無菌性髄膜炎","香川県","2026-18","2026-05-03",0,0.016666666666666666,0,NA,NA,NA,FALSE
"突発性発しん","香川県","2026-18","2026-05-03",0.1725,0.455,0.38,NA,NA,0.4839,FALSE
"細菌性髄膜炎","香川県","2026-18","2026-05-03",0.05,0.05,1,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","高知県","2026-18","2026-05-03",1.775,1.6008333333333333,1.11,8,0.22,0.9268,FALSE
"RSウイルス","高知県","2026-18","2026-05-03",0.7625,0.885,0.86,NA,NA,1,FALSE
"インフルエンザ","高知県","2026-18","2026-05-03",0.125,1.435,0.09,30,0,1.6667,FALSE
"ヘルパンギーナ","高知県","2026-18","2026-05-03",0.0125,0.605,0.02,6,0,NA,FALSE
"マイコプラズマ肺炎","高知県","2026-18","2026-05-03",0.1575,0.2425,0.65,NA,NA,0,FALSE
"伝染性紅斑","高知県","2026-18","2026-05-03",0.2625,0.24916666666666668,1.05,2,0.13,0.5714,FALSE
"咽頭結膜熱","高知県","2026-18","2026-05-03",0.1625,0.24,0.68,3,0.05,0.8,FALSE
"感染性胃腸炎","高知県","2026-18","2026-05-03",2.2625,2.6516666666666664,0.85,20,0.11,0.7031,FALSE
"感染性胃腸炎（ロタウイルス）","高知県","2026-18","2026-05-03",0,0.06333333333333334,0,NA,NA,NA,FALSE
"手足口病","高知県","2026-18","2026-05-03",0.0125,0.3716666666666667,0.03,5,0,NA,FALSE
"新型コロナウイルス","高知県","2026-18","2026-05-03",0.22,1.98125,0.11,NA,NA,1.5,FALSE
"水痘","高知県","2026-18","2026-05-03",0.1,0.1825,0.55,2,0.05,0.5,FALSE
"流行性耳下腺炎","高知県","2026-18","2026-05-03",0,0.02,0,6,0,NA,FALSE
"流行性角結膜炎","高知県","2026-18","2026-05-03",0,0.25,0,8,0,NA,FALSE
"無菌性髄膜炎","高知県","2026-18","2026-05-03",0,0.010833333333333334,0,NA,NA,NA,FALSE
"突発性発しん","高知県","2026-18","2026-05-03",0.375,0.1825,2.05,NA,NA,0.7857,FALSE
"細菌性髄膜炎","高知県","2026-18","2026-05-03",0,0.021666666666666667,0,NA,NA,NA,FALSE
"A群溶血性レンサ球菌咽頭炎","鳥取県","2026-18","2026-05-03",7.1325,4.0125,1.78,8,0.89,0.9495,TRUE
"RSウイルス","鳥取県","2026-18","2026-05-03",0.7224999999999999,0.5008333333333334,1.44,NA,NA,0.8103,FALSE
"インフルエンザ","鳥取県","2026-18","2026-05-03",1.1375,1.8441666666666667,0.62,30,0.04,0.8136,FALSE
"クラミジア肺炎","鳥取県","2026-18","2026-05-03",0.05,0.016666666666666666,3,NA,NA,NA,FALSE
"ヘルパンギーナ","鳥取県","2026-18","2026-05-03",0,0.02666666666666667,0,6,0,NA,FALSE
"マイコプラズマ肺炎","鳥取県","2026-18","2026-05-03",0.15000000000000002,0.1,1.5,NA,NA,0,FALSE
"伝染性紅斑","鳥取県","2026-18","2026-05-03",0.04,0.3283333333333333,0.12,2,0.02,NA,FALSE
"咽頭結膜熱","鳥取県","2026-18","2026-05-03",0.185,0.5708333333333333,0.32,3,0.06,1.3125,FALSE
"感染性胃腸炎","鳥取県","2026-18","2026-05-03",8.3675,7.609166666666667,1.1,20,0.42,0.8573,FALSE
"感染性胃腸炎（ロタウイルス）","鳥取県","2026-18","2026-05-03",0.05,0.13333333333333333,0.38,NA,NA,NA,FALSE
"手足口病","鳥取県","2026-18","2026-05-03",0,0.09166666666666667,0,5,0,NA,FALSE
"新型コロナウイルス","鳥取県","2026-18","2026-05-03",0.845,2.5725,0.33,NA,NA,1.8387,FALSE
"水痘","鳥取県","2026-18","2026-05-03",0.29000000000000004,0.255,1.14,2,0.15,0.4324,FALSE
"流行性耳下腺炎","鳥取県","2026-18","2026-05-03",0.0125,0.0175,0.71,6,0,NA,FALSE
"流行性角結膜炎","鳥取県","2026-18","2026-05-03",0.05,0.23333333333333334,0.21,8,0.01,NA,FALSE
"無菌性髄膜炎","鳥取県","2026-18","2026-05-03",0.1,0.08333333333333334,1.2,NA,NA,0,FALSE
"突発性発しん","鳥取県","2026-18","2026-05-03",0.1225,0.23333333333333334,0.52,NA,NA,1,FALSE
"細菌性髄膜炎","鳥取県","2026-18","2026-05-03",0.15000000000000002,0.06666666666666667,2.25,NA,NA,0,FALSE
"A群溶血性レンサ球菌咽頭炎","鹿児島県","2026-18","2026-05-03",2.8774999999999995,2.195,1.31,8,0.36,0.991,FALSE
"RSウイルス","鹿児島県","2026-18","2026-05-03",1.21,2.3266666666666667,0.52,NA,NA,1.3089,FALSE
"インフルエンザ","鹿児島県","2026-18","2026-05-03",0.4175,1.42,0.29,30,0.01,1.0952,FALSE
"ヘルパンギーナ","鹿児島県","2026-18","2026-05-03",0.2725,0.27166666666666667,1,6,0.05,4.8125,FALSE
"マイコプラズマ肺炎","鹿児島県","2026-18","2026-05-03",0.1475,0.1325,1.11,NA,NA,1,FALSE
"伝染性紅斑","鹿児島県","2026-18","2026-05-03",0.2175,0.125,1.74,2,0.11,0.4062,FALSE
"咽頭結膜熱","鹿児島県","2026-18","2026-05-03",1.0175,1.2716666666666667,0.8,3,0.34,1.0309,FALSE
"感染性胃腸炎","鹿児島県","2026-18","2026-05-03",4.2725,7.73,0.55,20,0.21,1,FALSE
"手足口病","鹿児島県","2026-18","2026-05-03",1.3849999999999998,0.8233333333333334,1.68,5,0.28,2.5935,FALSE
"新型コロナウイルス","鹿児島県","2026-18","2026-05-03",0.275,2.43,0.11,NA,NA,2.0952,FALSE
"水痘","鹿児島県","2026-18","2026-05-03",0.315,0.16,1.97,2,0.16,2,FALSE
"流行性耳下腺炎","鹿児島県","2026-18","2026-05-03",0.0075,0.07083333333333333,0.11,6,0,0,FALSE
"流行性角結膜炎","鹿児島県","2026-18","2026-05-03",0.5725,0.8091666666666666,0.71,8,0.07,3.4483,FALSE
"無菌性髄膜炎","鹿児島県","2026-18","2026-05-03",0,0.013333333333333334,0,NA,NA,NA,FALSE
"突発性発しん","鹿児島県","2026-18","2026-05-03",0.4425,0.3691666666666667,1.2,NA,NA,0.9231,FALSE
"細菌性髄膜炎","鹿児島県","2026-18","2026-05-03",0,0.02,0,NA,NA,NA,FALSE
